order_id,products
526256,28842
526272,14947
526273,None
526327,11492
526344,None
526383,24852
526421,24852
526432,None
526480,None
526506,None
526558,13176
526594,None
526596,47766
526604,None
526625,28204
526626,26604
526674,None
526765,8075
526786,13176
526835,18811
526873,None
526989,None
526995,43772
527075,47626
527090,None
527100,None
527138,47144
527180,None
527211,47253
527359,23909
527393,21903
527458,None
527516,5876
527526,47672
527617,45007
527622,13176
527672,None
527706,47209
527857,4210
527864,None
527938,13176
527942,47209
527994,None
528023,46676
528031,196
528083,34969
528084,None
528098,47788
528115,24852
528143,37710
528210,13176
528283,21137
528418,24852
528421,13176
528424,27966
528428,47766
528448,21137
528465,26209
528485,4656
528492,None
528518,1940
528673,26209
528677,32650
528729,22935
528740,46088
528744,39275
528784,24852
528789,47792
528820,1463
528829,8193
528837,21903
528905,49235
528962,13176
528995,None
529100,27104
529108,None
529194,47209
529214,13176
529222,None
529227,43154
529244,19734
529307,None
529325,21137
529402,None
529410,None
529413,None
529453,None
529526,24852
529529,35951
529530,19057
529553,24852
529667,None
529716,21137
529840,47766
529845,None
529916,24852
530033,49683
530076,24852
530113,None
530115,None
530119,30391
530159,13176
530433,45066
530445,13176
530574,47766
530579,None
530587,None
530645,47626
530646,13176
530655,None
530713,44632
530728,24852
530735,24852
530756,24852
530851,26604
530900,5258
530909,24852
530973,24852
531123,21903
531146,13176
531187,None
531246,13176
531289,None
531294,30353
531300,22468
531380,None
531404,None
531433,4920
531442,4920
531476,None
531557,None
531610,16696
531619,24852
531665,24852
531800,32689
531856,13176
531958,11365
532008,11512
532031,13176
532055,21903
532160,24852
532172,24852
532181,None
532188,24852
532252,47766
532281,16797
532285,24852
532310,13176
532340,35004
532354,None
532453,None
532454,13176
532491,24852
532553,None
532583,16965
532605,13176
532715,None
532789,35652
532790,13176
532809,47766
533014,13176
533019,24852
533045,None
533076,None
533125,None
533164,None
533171,None
533197,16797
533245,47209
533343,28199
533353,8571
533359,13176
533364,24276
533393,24852
533444,None
533479,None
533483,None
533523,43352
533574,None
533607,14992
533741,19348
533818,23909
533819,None
533882,21903
533986,41603
534057,24852
534062,24852
534103,None
534140,13176
534220,16797
534228,13176
534257,47209
534261,47766
534280,5077
534301,47209
534344,47209
534446,16797
534482,21137
534528,5479
534548,None
534553,None
534620,24852
534627,24852
534659,None
534684,28985
534790,None
534857,24852
534928,24852
534980,24852
535000,13176
535014,None
535015,24852
535030,None
535078,30391
535098,21137
535139,37768
535225,13176
535254,24852
535306,None
535366,13176
535505,24852
535514,22035
535563,13176
535571,13176
535589,34355
535596,9387
535706,46676
535707,47766
535717,None
535763,13176
535810,24852
535847,None
535928,21137
535931,13176
536002,24852
536024,27966
536067,27966
536092,None
536096,27966
536152,23909
536298,21903
536383,None
536447,16797
536538,None
536559,23734
536628,31964
536659,49235
536677,13176
536749,47209
536772,None
536803,21137
536828,24852
536947,21903
537068,40706
537122,13176
537155,5876
537183,None
537252,None
537276,21903
537302,16797
537320,13176
537573,21137
537720,None
537756,39275
537801,24852
537802,8174
537839,12341
537866,36011
537871,None
537911,47209
537991,13176
538074,24852
538075,24852
538156,32689
538270,11520
538277,47209
538281,13176
538297,24852
538383,24852
538430,45007
538443,28204
538542,21137
538551,47626
538570,None
538573,41844
538656,None
538757,30776
538759,None
538776,24852
538854,30391
539039,47766
539065,39275
539066,47209
539084,24852
539206,None
539249,24852
539317,None
539322,42265
539324,8048
539331,24852
539391,33065
539396,21903
539485,None
539533,13176
539552,13176
539555,None
539597,None
539647,24852
539676,24852
539759,39108
539782,13176
539792,None
539848,26209
539924,13176
539956,24852
539980,35951
540000,18523
540141,None
540153,None
540247,26790
540262,196
540281,None
540330,None
540356,39275
540400,None
540451,24852
540460,16647
540486,12341
540579,21137
540665,13176
540668,1463
540675,33198
540752,24852
540775,None
540793,40878
540803,12916
540806,24852
540927,47766
540987,42460
540996,None
541015,None
541040,4605
541082,None
541084,None
541216,None
541257,48205
541279,196
541340,13176
541436,19511
541477,47209
541585,None
541652,4605
541686,21137
541714,47114
541723,24852
541728,16797
541845,None
541932,28204
541959,6184
541977,47626
542003,24852
542053,None
542070,24852
542113,24852
542122,4920
542128,24852
542236,13176
542400,13176
542449,13176
542454,24852
542502,None
542528,None
542533,41950
542554,None
542567,None
542621,21137
542666,4920
542721,46802
542743,13176
542761,21137
542777,24852
542806,45066
542815,None
542902,42445
542952,24852
543022,None
543041,23375
543069,24852
543092,24852
543098,13176
543144,25890
543153,21903
543169,21137
543183,13176
543186,24852
543191,21137
543208,13176
543300,48171
543431,20955
543449,25466
543451,27845
543479,26384
543535,21137
543594,19660
543600,21137
543607,24852
543612,33065
543631,21137
543656,45066
543676,47626
543701,2596
543762,4920
543865,24852
543869,21137
543988,30731
544068,17652
544079,47766
544162,None
544169,16797
544188,46088
544191,27966
544251,24852
544364,None
544377,13176
544435,None
544447,28204
544501,33120
544630,24852
544643,13176
544799,47209
544857,21137
544889,24852
544930,None
544951,16020
544964,None
545099,47209
545154,36962
545222,None
545235,13176
545267,None
545296,13176
545310,47209
545334,None
545354,21616
545407,24852
545504,None
545530,47209
545558,35561
545559,None
545639,13176
545672,16797
545766,28199
545810,46175
545855,40396
545867,24852
545878,None
545879,23909
545976,13176
546190,24852
546231,24852
546233,None
546272,None
546286,None
546287,12341
546341,26604
546415,43789
546422,47209
546423,39108
546426,30620
546447,24852
546478,47626
546498,24852
546530,24852
546542,13176
546567,None
546599,16953
546607,33731
546672,24852
546698,28204
546726,13176
546734,13176
546751,5077
546790,33894
546821,47209
546838,49683
546891,26209
546910,40199
546925,26209
547000,None
547010,None
547056,13176
547088,None
547113,45007
547120,16953
547200,13176
547247,16797
547251,24852
547310,30489
547327,None
547356,21903
547365,47357
547465,24852
547495,19348
547503,47766
547631,24852
547688,24852
547743,24852
547788,None
547812,None
547935,26932
547946,24852
547947,8277
548040,47626
548166,47626
548197,35108
548361,47209
548405,None
548435,None
548674,13176
548831,14715
548838,13176
548956,6184
548972,43352
549058,13176
549177,17795
549221,None
549262,None
549264,None
549329,24852
549404,27845
549466,13176
549518,None
549565,24852
549591,None
549627,28204
549675,None
549679,13176
549695,45007
549756,13176
549818,None
549825,24852
549895,21137
549921,47209
549924,None
549949,None
549955,None
549998,47209
550002,None
550004,21137
550024,47766
550157,47766
550170,None
550228,22610
550230,5450
550290,None
550488,10151
550540,12276
550554,13176
550569,196
550605,21903
550611,None
550678,24852
550717,24852
550817,24852
550819,47626
550823,44910
550828,36036
550872,21137
550919,None
550925,21137
550931,49235
550949,13176
551004,21903
551074,13176
551075,37215
551098,12341
551107,None
551127,None
551202,13176
551288,4920
551301,2361
551376,16797
551385,None
551414,26209
551469,None
551586,47626
551801,24852
551948,24852
551999,None
552006,21573
552047,24852
552070,24852
552080,24852
552087,None
552117,None
552133,47626
552163,47209
552186,None
552224,None
552241,27966
552274,13176
552295,47766
552356,13176
552373,18362
552419,None
552488,19057
552517,47766
552546,13176
552571,16797
552575,47626
552580,None
552592,24852
552610,13176
552751,28204
552784,13176
552899,21137
552904,30489
553030,24964
553104,24852
553155,None
553399,None
553484,13176
553523,None
553556,21137
553710,21903
553721,13176
553735,24852
553778,45066
553783,46041
553856,None
553904,22935
553917,None
553968,47766
553978,24852
553998,24852
554001,47766
554036,13176
554056,13176
554135,48171
554183,21709
554229,13870
554300,21137
554384,16953
554401,24852
554416,24852
554449,None
554531,13176
554615,24852
554648,None
554687,24852
554747,None
554776,4957
554886,21137
554907,13176
554965,None
554982,None
555016,21903
555297,None
555300,47766
555322,None
555337,24852
555372,13176
555416,None
555479,13176
555526,13176
555592,24852
555647,27845
555666,None
555796,21137
555852,24852
555939,47209
555962,47626
556015,None
556099,47766
556111,21137
556134,None
556299,21137
556308,24852
556336,42265
556388,16797
556422,None
556453,None
556494,33198
556583,13176
556589,None
556591,24852
556601,13176
556702,None
556800,9755
556815,21137
556845,24852
556889,None
556963,12427
556966,47766
556998,21137
557021,None
557038,47626
557053,47626
557365,16797
557409,None
557431,13176
557579,21019
557587,None
557608,43154
557610,24852
557686,30391
557730,24852
557850,24852
557863,None
557928,22935
557993,8424
557994,21903
558031,None
558089,46088
558124,24852
558137,13176
558143,None
558149,24852
558181,49235
558200,30489
558202,None
558232,None
558257,196
558278,None
558337,None
558381,None
558479,None
558488,None
558500,None
558517,None
558560,23734
558571,24852
558572,None
558639,24852
558700,5923
558728,24852
558758,None
558770,11512
558900,27086
558910,13176
558914,13176
558999,13176
559017,None
559058,None
559064,24852
559069,38689
559082,8518
559119,39190
559125,24852
559160,None
559312,47766
559321,None
559364,12427
559372,21137
559379,13176
559393,40709
559535,27845
559578,20995
559629,None
559652,24852
559666,8277
559675,21903
559707,13176
559730,None
559787,24852
559802,None
559866,24852
559903,39275
559981,196
560036,21137
560063,24852
560098,13176
560128,13176
560174,27086
560195,21137
560218,None
560244,27086
560245,24964
560287,24852
560370,28204
560375,None
560426,24852
560520,13176
560532,13176
560565,21903
560612,None
560676,24852
560694,24852
560712,24852
560716,None
560781,None
560789,24852
560889,30183
560950,24852
561053,13176
561107,21137
561144,21137
561157,None
561281,None
561305,27845
561321,None
561438,16797
561566,None
561754,13176
561757,13176
561846,None
561914,47626
562029,16797
562034,5876
562131,4920
562179,13176
562192,13176
562206,30391
562214,25146
562223,13176
562240,39275
562263,32565
562368,24852
562401,None
562462,None
562503,39275
562524,40571
562548,None
562595,19057
562634,15290
562648,13176
562651,13176
562679,None
562756,26209
562883,21903
563039,47626
563073,None
563102,28337
563110,24852
563113,24852
563217,47766
563227,47626
563239,24852
563256,22935
563324,5077
563339,None
563366,49235
563373,24852
563429,47209
563432,35221
563435,13176
563463,13176
563514,34969
563589,24852
563616,24852
563641,None
563760,13176
563765,24852
563853,24852
563862,47209
563948,13176
563970,45007
564069,None
564087,None
564129,None
564147,None
564171,None
564182,47209
564207,24852
564216,None
564250,47209
564300,None
564372,None
564403,24852
564479,17615
564482,14252
564543,24964
564699,47209
564702,21137
564846,13176
564855,24852
564965,24852
565006,None
565022,24852
565070,None
565077,14992
565190,None
565203,24852
565241,None
565286,None
565314,24852
565316,5782
565350,13176
565406,28204
565440,24852
565453,49683
565589,27966
565614,None
565679,None
565693,24852
565723,24852
565730,None
565769,18656
565799,24852
565829,47209
565838,13176
565926,27845
566036,20119
566112,13176
566120,24852
566173,47209
566270,47626
566271,47766
566285,27966
566524,24852
566527,None
566556,21137
566587,None
566595,45066
566716,16797
566780,21137
566787,None
566807,47209
566840,9076
566886,21903
566901,43352
566911,13176
566989,None
566994,24852
567097,47766
567104,None
567184,21137
567193,47626
567231,47626
567386,20940
567530,24852
567532,13176
567619,21616
567697,16797
567744,10326
567746,30827
567832,13176
567866,24852
567903,24852
567906,26209
567928,13176
567948,None
568062,21903
568095,None
568136,16797
568181,None
568242,46844
568258,None
568331,38928
568377,13176
568400,24852
568469,None
568603,24852
568607,None
568703,13176
568784,None
568826,21137
568837,24852
568953,None
568970,47209
568977,9901
568982,21137
569009,24852
569021,24852
569040,None
569061,21938
569087,19677
569206,24184
569245,44799
569247,26209
569249,38777
569371,24852
569414,13176
569426,14715
569450,24852
569561,21616
569583,24852
569612,21903
569641,13176
569649,23909
569712,None
569815,24852
569817,44632
569854,24852
569872,49683
569952,None
569960,21137
569992,None
570052,3798
570244,13176
570326,None
570353,16953
570389,13176
570404,None
570445,13176
570475,24852
570590,23734
570615,24852
570754,13176
570781,5876
570788,1511
570831,5077
570845,None
571024,28199
571104,None
571123,6615
571146,24852
571160,21903
571248,47626
571315,24852
571327,None
571398,40706
571439,None
571507,13176
571542,13176
571553,21903
571607,24852
571622,24852
571697,24852
571706,13176
571717,4920
571723,5876
571884,6297
571888,7969
572010,None
572027,21137
572030,47144
572050,24852
572093,None
572099,13176
572102,13176
572172,None
572200,13176
572214,13388
572223,13176
572227,27156
572285,None
572513,5258
572544,21616
572555,13176
572575,None
572625,8048
572648,None
572700,None
572705,21903
572727,27845
572775,22935
572836,27966
572840,21903
572952,21137
572960,21903
572968,None
572978,13176
573002,43352
573055,None
573079,None
573158,4945
573253,None
573285,None
573320,47766
573324,47766
573445,None
573455,26604
573496,13176
573513,None
573535,26209
573596,19057
573645,None
573648,21137
573650,21137
573690,27521
573703,13176
573758,13176
573891,13176
573935,None
573937,26002
573948,None
573984,21137
574024,None
574174,46676
574194,23909
574243,21137
574407,21903
574478,13176
574483,47766
574626,24852
574743,None
574754,12916
574797,None
574858,47209
574867,None
574905,24852
574951,329
574974,16797
575072,21573
575123,13176
575164,21137
575170,None
575182,24852
575242,13176
575252,13575
575290,47209
575326,None
575343,None
575345,28204
575362,None
575386,13176
575407,196
575443,49683
575449,39275
575472,24852
575563,9076
575718,49683
575735,15872
575796,47209
575833,None
575834,38729
575850,24852
575882,47766
576109,None
576121,24852
576213,24852
576245,27086
576350,13176
576426,None
576459,24852
576467,47766
576473,None
576501,26348
576536,None
576622,27845
576633,28985
576647,196
576648,47766
576666,43409
576752,13176
576766,13176
576811,27966
576921,13176
576977,21137
576993,24852
577018,24852
577047,2120
577189,24852
577199,21903
577219,23909
577287,21903
577316,31651
577333,None
577356,6184
577443,49235
577488,None
577535,30450
577542,46979
577562,None
577637,31506
577638,13176
577651,13176
577706,24852
577738,None
577764,21137
577995,23909
578027,24852
578120,24852
578125,24852
578143,13176
578194,47209
578205,None
578212,None
578260,None
578271,None
578274,13176
578360,19348
578395,6184
578508,16797
578519,None
578561,13176
578572,None
578588,19863
578676,None
578701,26209
578717,277
578768,24852
578774,26209
578784,21137
578853,21903
578868,None
578969,47766
579021,16797
579073,16797
579113,26209
579123,32689
579157,21903
579175,21903
579468,None
579484,47766
579513,27966
579575,21292
579698,26209
579709,21137
579723,24852
579852,13176
579861,13176
580034,13176
580042,41844
580072,21137
580078,24852
580145,5077
580176,None
580210,24852
580211,24852
580267,36070
580305,38768
580361,None
580453,24852
580457,24852
580496,24799
580569,13176
580592,18019
580625,4605
580725,13176
580823,19678
580854,27966
580879,42557
580931,27796
581067,16797
581105,24852
581108,24852
581130,49235
581160,13176
581165,28199
581171,30391
581173,27966
581187,None
581285,21137
581317,47766
581333,30391
581378,None
581383,None
581385,24852
581453,24852
581670,None
581725,12341
581752,2086
581822,None
581839,47626
581990,27730
581992,24852
582079,None
582109,13176
582153,None
582173,43961
582230,10957
582262,31717
582272,None
582361,13176
582373,None
582386,13176
582432,47766
582459,19660
582505,18643
582558,24852
582583,24852
582706,None
582708,13176
582721,37646
582736,23909
582744,21903
582768,8424
582849,None
582876,None
582947,42244
583017,13176
583116,24852
583165,None
583554,21137
583618,21903
583625,8230
583654,13176
583725,None
583727,None
583741,13176
583822,24852
583891,26209
583895,13176
584011,48118
584036,33198
584042,16965
584152,None
584157,None
584222,None
584320,24852
584379,21616
584389,None
584424,24852
584541,24852
584612,24852
584691,18615
584702,47766
584704,None
584715,16797
584877,21903
584911,None
584946,16797
584971,13914
585019,24852
585043,None
585066,24852
585110,24852
585163,21903
585221,24852
585255,None
585264,13176
585297,9387
585318,14778
585393,41290
585418,13176
585550,39275
585576,27966
585640,24852
585730,43154
585832,24852
585843,41844
585856,5258
585986,13176
586154,24852
586291,None
586423,13176
586424,24852
586470,None
586563,None
586585,27845
586621,26604
586669,None
586699,24852
586749,24852
586808,None
586809,13176
586836,None
586849,24852
586930,24852
586948,24852
586960,None
586979,4920
587024,24852
587103,47626
587186,13176
587302,None
587316,28204
587387,45767
587427,47626
587487,43352
587521,35221
587537,28204
587740,24852
587808,27845
587840,40593
587866,None
587868,27344
587941,13176
587952,None
587979,13176
587980,None
588029,None
588092,24852
588110,None
588272,24852
588332,None
588345,13176
588367,47209
588471,None
588494,None
588522,13176
588564,24852
588605,21903
588619,13176
588695,24852
588703,13176
588729,44632
588746,None
588750,24852
588914,None
589004,24852
589216,None
589257,47626
589374,30489
589439,40199
589526,None
589650,None
589665,None
589717,None
589736,None
589788,None
590020,15359
590034,24964
590103,None
590106,38383
590111,13176
590124,23909
590184,13176
590254,24852
590307,24852
590459,6184
590461,24852
590463,28199
590500,24852
590511,None
590542,None
590544,28204
590621,16797
590649,None
590691,None
590702,4799
590734,None
590757,19348
590842,24852
590851,10834
590853,47977
590913,8518
590961,47209
590962,35221
590981,24852
590997,16797
591015,24852
591136,6184
591156,24852
591179,47626
591206,24852
591222,None
591229,23537
591280,None
591301,None
591379,None
591394,24852
591472,None
591606,None
591630,47766
591653,47626
591724,47626
591784,24852
591917,40706
591937,24852
591943,21903
591988,26604
591994,22935
592160,31553
592182,None
592187,None
592281,13176
592285,36051
592447,47766
592520,16797
592638,7862
592701,12069
592703,21903
592774,None
592833,29487
592835,24852
592918,47626
592945,13176
592955,24852
593015,None
593022,None
593037,24852
593117,26949
593282,None
593287,31506
593392,15290
593394,None
593434,24852
593503,None
593504,24852
593527,13176
593634,None
593646,35561
593697,13176
593747,13176
593821,None
593854,13176
593951,21903
594013,None
594128,27086
594140,12341
594144,13176
594213,45066
594340,24852
594442,None
594564,47209
594668,21137
594672,21386
594688,21137
594697,47626
594698,16797
594707,None
594831,None
594879,47209
594957,3957
594994,None
595031,None
595192,24852
595269,5876
595287,49235
595304,None
595328,None
595332,44632
595339,27845
595386,24852
595409,24852
595415,24852
595439,24852
595486,24852
595503,35561
595611,42450
595646,5025
595835,196
595949,47766
596048,13176
596063,24852
596068,45066
596091,27985
596215,21903
596232,None
596268,21903
596328,None
596386,None
596472,24852
596524,None
596644,21137
596748,None
596763,47209
596779,44172
596795,None
596818,24852
596829,49235
596840,25890
596886,None
596900,24852
596914,2078
596923,14233
596939,24852
597009,None
597033,47766
597091,None
597107,21137
597463,24852
597519,None
597531,13176
597546,27845
597646,24852
597666,None
597752,26209
597756,13176
597769,45066
597772,47209
597779,13176
597882,13176
597899,18465
597913,None
597955,39928
597959,24852
598018,24852
598027,None
598033,32573
598044,29487
598061,24852
598079,37646
598087,13176
598088,None
598115,47209
598131,26209
598159,13176
598192,None
598207,None
598216,33081
598315,20940
598375,None
598392,47766
598410,26209
598509,13176
598642,None
598672,24852
598689,196
598815,22935
598831,46802
598935,27966
599014,10673
599059,9358
599130,13176
599327,None
599351,None
599411,None
599480,16797
599576,None
599653,47626
599721,21903
599761,None
599778,47209
599908,24852
599951,24852
599985,None
599992,22035
600223,13176
600250,24852
600316,41220
600479,24852
600621,13176
600623,13176
600634,None
600644,17794
600659,None
600680,24852
600719,22035
600903,24852
600944,24852
600962,20738
600992,4605
601024,13176
601069,13176
601071,None
601209,None
601241,13176
601258,49683
601260,196
601366,None
601618,44632
601626,46088
601642,16797
601682,21573
601716,24852
601844,33894
601857,None
601925,5450
602050,5876
602099,13176
602176,None
602224,13176
602295,9076
602511,26914
602585,33731
602671,13176
602712,21137
602723,47209
602756,22935
602805,30233
602811,28204
602851,24852
602868,21137
602869,13176
602912,None
602954,24852
603042,None
603174,None
603297,None
603304,None
603515,13548
603526,23645
603587,20119
603621,24852
603628,None
603681,None
603696,21137
603732,None
603798,40939
603807,24838
603832,24852
603838,None
603962,24852
604053,17878
604109,21137
604325,13176
604348,None
604616,None
604656,None
604753,26209
604775,24852
604812,21903
604819,13176
604831,None
604835,196
604839,None
604847,12341
604858,47209
604880,21903
604982,None
604986,24852
605057,21137
605065,None
605103,13176
605128,24852
605161,13176
605165,24852
605284,None
605321,21137
605386,32691
605397,26348
605400,39275
605407,15290
605513,37646
605638,37646
605682,47766
605689,21709
605731,None
605763,22935
605785,None
605855,16797
605878,47766
605898,13176
605958,None
605959,13176
605982,13176
605987,47766
606020,None
606038,13176
606046,24852
606053,12481
606073,24852
606093,24852
606146,21137
606153,11365
606242,13176
606253,None
606317,24852
606387,45051
606466,45007
606553,24852
606578,24852
606600,None
606606,47626
606645,6184
606689,44548
606701,24852
606811,24852
606834,None
606858,27966
606866,47209
606872,27966
606902,47626
607002,13176
607048,30391
607074,13176
607326,16797
607333,None
607398,49235
607453,None
607645,None
607646,None
607706,29487
607773,49235
607816,21137
607821,13176
607873,28204
607884,13176
607940,24852
607999,None
608040,None
608046,16349
608077,27845
608078,42450
608084,None
608136,None
608173,196
608188,21616
608251,27845
608276,13176
608314,47209
608324,44359
608328,44632
608330,432
608347,13176
608479,13176
608615,None
608730,21137
608749,8277
608772,None
608802,47766
608934,47209
609028,22935
609032,34024
609143,None
609183,47209
609221,21903
609278,24852
609281,None
609378,13176
609403,27845
609422,47766
609428,5077
609594,24852
609683,24852
609721,24852
609748,20448
609771,24852
609796,None
609829,None
610060,24852
610175,47626
610206,None
610213,47766
610265,None
610401,None
610403,37766
610428,None
610460,24852
610476,24852
610488,43961
610503,19660
610517,47209
610581,None
610666,None
610673,13176
610709,16797
610737,21137
610789,None
610794,47141
610797,13176
610805,46979
610888,45007
610902,None
611229,13176
611248,9839
611271,None
611349,47626
611389,None
611396,None
611400,None
611414,27966
611416,24852
611435,None
611473,None
611531,24852
611541,None
611563,None
611702,16797
611865,47626
611929,21137
611959,24852
612021,13176
612033,33614
612042,12341
612045,21903
612049,None
612208,None
612226,24852
612254,39877
612291,None
612307,24852
612368,42450
612384,24964
612421,44632
612454,49683
612478,40396
612482,13176
612491,24852
612551,6184
612563,27086
612718,None
612839,None
612896,21903
612954,None
613002,25718
613003,24852
613034,21903
613072,24852
613082,24852
613138,21137
613157,24852
613158,47788
613211,None
613272,13176
613277,9018
613306,24852
613357,None
613410,8859
613422,24852
613451,13176
613505,None
613530,None
613569,24852
613705,24852
613719,21137
613808,196
613896,20955
613915,None
613932,49683
613950,21137
613969,None
613995,47766
614009,28204
614015,47209
614116,45007
614155,21903
614248,16696
614352,13176
614405,12078
614496,36929
614552,None
614566,13176
614607,None
614647,13176
614654,24852
614720,None
614738,24852
614846,None
614853,None
614857,47626
614897,24852
614904,45066
614944,27845
615006,12341
615013,None
615063,None
615113,None
615157,22395
615203,24810
615361,37158
615400,47626
615421,None
615460,10749
615552,27845
615592,27966
615700,16797
615828,21137
615898,13575
615900,43352
615917,21903
615948,None
615968,24852
616020,5077
616115,13176
616117,44683
616132,20842
616144,None
616172,13176
616205,24852
616226,38928
616234,13176
616245,24852
616270,None
616302,None
616384,21386
616532,13176
616603,None
616605,None
616722,38739
616781,13176
616865,24852
616887,None
616960,None
617029,8518
617110,28204
617119,None
617122,None
617125,None
617184,17429
617246,None
617253,21137
617321,23537
617399,24852
617405,13176
617483,47766
617506,31808
617532,47766
617542,39947
617596,None
617613,47626
617632,16797
617635,49683
617641,13176
617644,None
617657,None
617700,13176
617702,15424
617712,8309
617740,13176
617837,None
617863,20842
617865,31717
617874,47626
617956,21903
618000,46979
618006,24852
618007,None
618085,24852
618217,24852
618272,21903
618374,None
618508,27966
618510,13176
618532,21137
618545,47766
618574,13176
618594,32079
618628,None
618633,13176
618646,24852
618678,24852
618698,24852
618752,7559
618794,21903
618823,13176
618874,None
618896,24852
618975,49235
618993,49235
619031,None
619150,None
619170,47209
619194,28199
619228,24852
619246,13176
619270,13176
619320,21903
619347,21137
619357,24852
619414,None
619430,49683
619446,None
619447,24852
619450,23650
619522,13176
619586,13176
619598,24852
619722,47209
619739,47626
619746,24852
619749,21386
619753,None
619841,47209
619902,13176
619941,24852
619968,45066
619981,42803
620088,4210
620288,27966
620321,24852
620463,21903
620472,27086
620504,21137
620528,24852
620593,16797
620615,24852
620758,13176
620769,None
620849,47209
620860,40174
620869,34343
620877,47209
620933,None
620943,None
620981,31720
620982,26209
621014,35221
621037,24852
621040,None
621151,24852
621195,27966
621201,None
621202,24852
621377,13176
621380,13176
621423,None
621434,21903
621478,24852
621544,24852
621595,21903
621664,49683
621715,None
621796,46802
621802,49235
621819,None
621866,21903
621930,35561
621936,24852
622111,24852
622127,47626
622197,None
622213,30489
622224,12341
622257,21903
622344,43961
622438,24852
622462,None
622474,None
622628,21288
622653,47209
622675,None
622677,None
622691,36664
622720,None
622750,24852
622781,13176
622786,24852
622798,None
622838,47626
622857,47209
622890,None
623032,None
623072,24852
623081,21903
623127,None
623155,24852
623185,None
623202,13176
623209,5258
623268,32939
623343,21137
623374,None
623396,24852
623444,23909
623482,16797
623552,16797
623569,27845
623625,21137
623637,10673
623755,4920
623760,None
624016,432
624047,None
624080,14947
624084,15680
624174,24852
624201,None
624264,24852
624295,None
624353,196
624377,7751
624402,None
624560,12341
624714,47209
624770,None
624806,24852
624820,24852
624856,21903
624858,23644
624871,24852
624894,28985
624981,None
625047,24852
625060,37220
625081,13176
625241,None
625265,47626
625343,24852
625382,45007
625386,21137
625387,36070
625503,21137
625615,None
625643,13176
625716,23909
625798,None
625846,24852
625886,None
625947,24852
625977,31651
626003,None
626134,12013
626245,None
626267,28204
626272,None
626292,47766
626295,13176
626305,2035
626341,21903
626364,23219
626399,24561
626430,24838
626437,9076
626636,24852
626666,40310
626668,None
626716,47766
626722,27845
626820,9839
626833,None
626865,24852
626868,27966
626911,None
626922,13176
626937,None
626958,None
627023,13176
627048,43154
627089,None
627296,432
627318,23537
627326,None
627362,11123
627375,None
627401,None
627476,None
627480,None
627496,5479
627526,21903
627559,27845
627580,None
627594,12916
627647,13176
627667,None
627702,21137
627761,3098
627830,43154
627870,47209
627928,21137
627954,13176
627985,24852
628007,None
628020,24852
628028,None
628067,13176
628072,27845
628076,36011
628087,24852
628091,49517
628124,31683
628154,9387
628199,None
628206,13176
628276,20955
628336,None
628411,24852
628541,24852
628555,47766
628605,8571
628616,None
628619,13176
628677,21137
628695,24852
628718,4920
628775,47626
628785,None
628837,None
628975,47766
629144,None
629199,None
629316,24852
629349,17794
629366,23734
629410,49235
629500,13176
629504,None
629568,47209
629594,37710
629607,13176
629663,21137
629696,None
629698,None
629722,13176
629736,24852
629773,15290
629870,None
629915,13176
629927,None
629968,13176
630090,23909
630134,27086
630145,24184
630190,21137
630214,None
630237,None
630242,196
630296,None
630304,None
630324,None
630382,432
630436,None
630444,None
630562,24852
630662,None
630668,13176
630722,24852
630769,21903
630828,24852
630846,24852
630847,21137
630930,13176
630960,13176
630981,49683
631007,24852
631101,20082
631114,None
631146,24852
631264,13176
631292,24852
631340,24852
631395,10957
631430,None
631622,47209
631637,42719
631694,13176
631729,24852
631792,None
631799,13176
631818,24852
631872,16797
631881,16696
631891,26604
631954,13176
632074,None
632095,None
632146,24852
632174,24852
632178,None
632259,24852
632299,13176
632379,None
632448,21903
632464,10749
632552,19488
632572,47766
632587,24852
632656,13176
632710,None
632730,13176
632748,46676
632800,24852
632821,None
632906,None
632938,None
632941,None
632960,196
632987,13176
632988,None
632994,13176
632995,8571
633127,24852
633219,24852
633238,24852
633241,None
633277,36865
633294,24852
633323,None
633331,24852
633373,22935
633421,47626
633431,24852
633487,30391
633497,21903
633599,None
633736,24852
633772,21903
633777,None
633830,5077
633866,16797
633987,13176
634006,None
634008,None
634019,9076
634034,17949
634060,47766
634105,13176
634118,7862
634127,13176
634216,21903
634230,20345
634356,24852
634382,21903
634471,24852
634473,47209
634504,11520
634514,39275
634590,44632
634620,13176
634636,26209
634662,21137
634693,24852
634701,13176
634825,None
634845,13176
634863,44142
634867,13176
634885,24852
634900,None
634902,27966
634924,47766
634999,18362
635014,13176
635051,24852
635101,24852
635247,None
635262,None
635268,47626
635308,47626
635316,21137
635430,21137
635541,46676
635572,24852
635599,24852
635707,14651
635726,24852
635748,13176
635749,21938
635808,13176
635879,None
635895,15290
635899,10032
635948,5876
635959,24964
635983,13176
636010,24852
636019,22963
636246,28842
636281,24852
636323,None
636345,47766
636375,13176
636376,13176
636498,None
636557,38689
636584,24852
636642,None
636670,24852
636691,13176
636746,21903
636916,13176
637042,None
637097,31506
637160,None
637182,2120
637199,13176
637239,27288
637249,24852
637258,None
637335,13176
637352,24852
637369,13176
637415,17794
637462,24852
637474,5077
637544,24852
637591,47209
637621,None
637721,24852
637755,39275
637937,24852
638002,24852
638043,26604
